component,cve,summary,severity,cvss,rule,has_poc,references_count,file
fastchat,CVE-2024-10907,fastchat中由于对多部分边界处理不当导致的拒绝服务（DoS）漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.2.37""",False,2,CVE-2024-10907.yaml
fastchat,CVE-2024-10908,fastchat中的开放重定向漏洞允许远程未经身份验证的攻击者将用户重定向到任意网站。,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"version < ""0.2.37""",False,2,CVE-2024-10908.yaml
fastchat,CVE-2024-10912,文件上传功能中的拒绝服务（DoS）漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""0.2.37""",False,2,CVE-2024-10912.yaml
fastchat,CVE-2024-11603,fastchat中的服务器端请求伪造（SSRF）漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""0.2.37""",False,2,CVE-2024-11603.yaml
fastchat,CVE-2024-12376,lm-sys/fastchat中的服务器端请求伪造(SSRF)漏洞,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""git 2c68a13""",False,2,CVE-2024-12376.yaml
fastchat,CVE-2025-3677,lm-sys fastchat中最高至0.2.36版本的严重反序列化漏洞。,严重,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version < ""0.2.37""",False,5,CVE-2025-3677.yaml
fastchat,CVE-2026-6607,FastChat 0.2.36 及以下版本 Worker API api_generate 端点存在远程 DoS 资源耗尽漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"version <= ""0.2.36""",False,2,CVE-2026-6607.yaml
fastchat,CVE-2026-6608,FastChat 0.2.36 及以下版本 Arena Side-by-Side View add_text 处理程序存在控制流错误漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"version <= ""0.2.36""",False,2,CVE-2026-6608.yaml
fastgpt,CVE-2026-40351,FastGPT loginByPassword 接口 NoSQL 注入导致认证绕过,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""4.14.9.5""",False,2,CVE-2026-40351.yaml
fastgpt,CVE-2026-42302,FastGPT agent-sandbox 因 code-server 配置错误导致未授权远程代码执行,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version >= ""4.14.10"" && version < ""4.14.13""",False,4,CVE-2026-42302.yaml
feast,CVE-2024-11602,feast-dev/feast版本0.40.0中的不安全CORS配置,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,"version == ""0.40.0""",False,2,CVE-2024-11602.yaml
feast,CVE-2025-11157,Feast 存在反序列化不受信任数据漏洞，导致远程代码执行。,HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version > ""0"" && version < ""0.54.0""",False,5,CVE-2025-11157.yaml
flowise,CVE-2024-58351,Flowise 2.1.4 之前版本存在通过 overrideConfig 实现的远程代码执行漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2.1.4""",False,2,CVE-2024-58351.yaml
flowise,CVE-2025-71324,"Flowise 3.0.6 之前版本存在任意文件读取漏洞，攻击者可通过 /api/v1/get-upload-file 和 /api/v1/openai-assistants-file/download 端点的 chatId 参数进行路径遍历，读取服务器上的任意文件。
",HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.0.6""",False,2,CVE-2025-71324.yaml
flowise,CVE-2025-71327,"Flowise 存在认证绕过漏洞，攻击者可通过未受保护的 /api/v1/account/register 端点 未经认证创建任意用户账户，获取完整的 API 访问权限。
",CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"version == ""3.0.1""",False,2,CVE-2025-71327.yaml
flowise,CVE-2025-71328,Flowise 账户设置未验证密码修改漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""3.0.10""",False,2,CVE-2025-71328.yaml
flowise,CVE-2025-71331,Flowise 聊天消息与 Agent 工作流中的跨站脚本漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"version < ""3.0.8""",False,2,CVE-2025-71331.yaml
flowise,CVE-2025-71332,Flowise importChatflows API 中 chatflow.id 参数导致 SQL 注入,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U:C:H/I:H/A:N,"version <= ""2.2.7""",False,2,CVE-2025-71332.yaml
flowise,CVE-2025-71334,Flowise 因缺少 chatflow ID 校验导致任意文件访问,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version >= ""2.2.8"" && version < ""3.0.6""",False,3,CVE-2025-71334.yaml
flowise,CVE-2025-71335,Flowise 修改密码后会话未失效漏洞,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"version < ""3.0.10""",False,2,CVE-2025-71335.yaml
flowise,CVE-2025-71336,Flowise Custom MCP 功能未沙箱化远程代码执行漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""3.0.6""",False,2,CVE-2025-71336.yaml
flowise,CVE-2025-71337,Flowise 3.0.10 之前版本存在未验证邮箱变更漏洞，可导致账户接管,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""3.0.10""",False,2,CVE-2025-71337.yaml
flowise,CVE-2025-71338,Flowise document-store API 任意文件写入导致远程代码执行漏洞,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,"version < ""3.0.7""",False,2,CVE-2025-71338.yaml
flowise,CVE-2026-12821,Flowise 3.1.2 及之前版本 S3 文档加载器路径遍历漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version <= ""3.1.2""",False,2,CVE-2026-12821.yaml
flowise,CVE-2026-30820,Flowise 通过伪造 x-request-from 请求头实现授权绕过（权限提升）,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"version < ""3.0.13""",False,3,CVE-2026-30820.yaml
flowise,CVE-2026-30823,Flowise IDOR 漏洞导致账户接管及企业 SSO 功能鉴权绕过,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version <= ""3.0.12""",False,3,CVE-2026-30823.yaml
flowise,CVE-2026-31829,Flowise HTTP 节点服务端请求伪造（SSRF）漏洞，攻击者可访问内部网络,HIGH,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""3.0.13""",False,2,CVE-2026-31829.yaml
flowise,CVE-2026-40933,Flowise 是一款拖拽式大型语言模型工作流构建界面，存在 MCP stdio 命令注入漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"version < ""3.1.0""",False,3,CVE-2026-40933.yaml
flowise,CVE-2026-41137,Flowise CSVAgent 自定义 Pandas CSV 读取代码中存在命令注入漏洞,HIGH,,"version < ""3.1.0""",False,2,CVE-2026-41137.yaml
flowise,CVE-2026-41138,Flowise AirtableAgent 存在提示注入导致远程代码执行漏洞，未修复版本中用户输入未经过滤直接反射至 Python 代码执行。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,2,CVE-2026-41138.yaml
flowise,CVE-2026-41264,Flowise CSV Agent 提示注入远程代码执行漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,2,CVE-2026-41264.yaml
flowise,CVE-2026-41265,Flowise Airtable Agent 节点通过提示词注入允许未授权远程代码执行（Python 脚本无沙箱执行）,HIGH,,"version < ""3.1.0""",False,2,CVE-2026-41265.yaml
flowise,CVE-2026-41266,Flowise 未授权敏感数据泄露漏洞（公开 ChatbotConfig 接口）,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.0""",False,2,CVE-2026-41266.yaml
flowise,CVE-2026-41267,Flowise 账户注册接口存在不当批量赋值漏洞，未认证攻击者可操控所有权元数据、时间戳、组织关联及角色映射,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,1,CVE-2026-41267.yaml
flowise,CVE-2026-41268,Flowise 未授权远程代码执行（RCE）漏洞，可通过 FILE-STORAGE 关键字与 NODE_OPTIONS 注入触发,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,1,CVE-2026-41268.yaml
flowise,CVE-2026-41269,Flowise Chatflow 配置允许任意文件上传，可通过恶意 Node.js Web Shell 导致远程代码执行,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,"version < ""3.1.0""",False,1,CVE-2026-41269.yaml
flowise,CVE-2026-41270,Flowise 自定义函数特性中存在 SSRF 防护绕过漏洞（通过 Node.js 内置模块）,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""3.1.0""",False,1,CVE-2026-41270.yaml
flowise,CVE-2026-41271,Flowise POST/GET API Chain 组件存在 SSRF 漏洞，允许未认证攻击者向内部和外部系统发起任意 HTTP 请求。,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""3.1.0""",False,1,CVE-2026-41271.yaml
flowise,CVE-2026-41272,Flowise SSRF 防护绕过漏洞（DNS 重绑定与默认配置缺陷）,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""3.1.0""",False,1,CVE-2026-41272.yaml
flowise,CVE-2026-41273,Flowise 公开聊天流配置接口未授权 OAuth 2.0 访问令牌泄露漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,"version < ""3.1.0""",False,1,CVE-2026-41273.yaml
flowise,CVE-2026-41275,Flowise 密码重置链接通过 HTTP 而非 HTTPS 发送，存在中间人攻击风险,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,2,CVE-2026-41275.yaml
flowise,CVE-2026-41276,Flowise 空密码重置令牌身份认证绕过漏洞（CVE-2026-41276）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,1,CVE-2026-41276.yaml
flowise,CVE-2026-41277,Flowise 批量赋值漏洞允许已认证用户通过 IDOR 覆盖 DocumentStore 对象,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version < ""3.1.0""",False,1,CVE-2026-41277.yaml
flowise,CVE-2026-41278,Flowise 公开聊天流端点敏感信息泄露（凭据 ID 与 API 密钥明文暴露）,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.0""",False,1,CVE-2026-41278.yaml
flowise,CVE-2026-41279,Flowise 文字转语音端点凭据泄露漏洞，允许未认证攻击者解密 API 密钥,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""3.1.0""",False,1,CVE-2026-41279.yaml
flowise,CVE-2026-42861,变量更新端点存在批量赋值漏洞，允许跨工作空间资源重新分配,MEDIUM,,"version < ""3.1.2""",False,2,CVE-2026-42861.yaml
flowise,CVE-2026-42862,Flowise 工具更新端点存在批量赋值漏洞，可绕过工作空间隔离,MEDIUM,,"version < ""3.1.2""",False,2,CVE-2026-42862.yaml
flowise,CVE-2026-42863,Flowise 聊天流更新端点存在批量赋值漏洞，允许跨工作空间重新分配,MEDIUM,,"version < ""3.1.2""",False,2,CVE-2026-42863.yaml
flowise,CVE-2026-43995,Flowise 多个工具实现直接调用原始 HTTP 客户端导致 SSRF 防护被绕过,MEDIUM,,"version < ""3.1.0""",False,1,CVE-2026-43995.yaml
flowise,CVE-2026-46440,Flowise 基础认证明文凭据验证缺乏速率限制,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.2""",False,2,CVE-2026-46440.yaml
flowise,CVE-2026-46441,FlowiseAI 助手更新接口存在批量赋值漏洞，可绕过工作空间隔离,MEDIUM,,"version < ""3.1.2""",False,2,CVE-2026-46441.yaml
flowise,CVE-2026-46442,Flowise Custom JS Function 节点缺乏路由级授权，可通过沙箱逃逸实现认证后远程代码执行,MEDIUM,,"version < ""3.1.2""",False,2,CVE-2026-46442.yaml
flowise,CVE-2026-46443,Flowise 使用 credentialName 过滤参数获取凭据时存在凭据数据泄露漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.2""",False,2,CVE-2026-46443.yaml
flowise,CVE-2026-46444,Flowise OpenAI Assistants 向量存储 CRUD 端点缺乏认证和权限校验,HIGH,,"version < ""3.1.2""",False,2,CVE-2026-46444.yaml
flowise,CVE-2026-46475,Flowise 助手创建和更新存在批量赋值漏洞，允许跨工作空间接管助手,HIGH,,"version < ""3.1.2""",False,2,CVE-2026-46475.yaml
flowise,CVE-2026-46476,Flowise CustomTemplate 批量赋值漏洞允许跨工作区模板接管,MEDIUM,,"version < ""3.1.2""",False,2,CVE-2026-46476.yaml
flowise,CVE-2026-46477,Flowise 3.1.2 之前版本中数据集创建和更新的大规模赋值漏洞允许跨工作空间数据集接管,HIGH,,"version < ""3.1.2""",False,2,CVE-2026-46477.yaml
flowise,CVE-2026-46478,Flowise 公共聊天流端点未授权信息泄露漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.0""",False,3,CVE-2026-46478.yaml
flowise,CVE-2026-46479,flowise Evaluation 创建和更新存在批量赋值漏洞，允许跨工作区评估数据接管,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N,"version < ""3.1.2""",False,5,CVE-2026-46479.yaml
flowise,CVE-2026-46480,Flowise 未授权敏感信息泄露漏洞（公开 Chatflow 端点）,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.0""",False,3,CVE-2026-46480.yaml
flowise,CVE-2026-56268,Flowise 3.1.2 之前版本跨工作空间聊天流信息泄露漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"version < ""3.1.2""",False,2,CVE-2026-56268.yaml
flowise,CVE-2026-56269,Flowise 使用弱硬编码默认 TOKEN_HASH_SECRET 进行 JWT Token 加密,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:L/A:N,"version < ""3.1.0""",False,2,CVE-2026-56269.yaml
flowise,CVE-2026-56270,/api/v1/loginmethod 端点缺少身份验证导致未授权 OAuth 密钥泄露,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""3.1.0""",False,2,CVE-2026-56270.yaml
flowise,CVE-2026-56272,Flowise 密码哈希中 bcrypt 盐值轮数不足,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,"version < ""3.0.13""",False,2,CVE-2026-56272.yaml
flowise,CVE-2026-56274,Flowise 自定义 MCP 服务器操作系统命令注入（远程代码执行）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"version < ""3.1.2""",False,2,CVE-2026-56274.yaml
flowise,CVE-2026-56275,Flowise Execute Flow 节点 SSRF 漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,"version < ""3.1.0""",False,2,CVE-2026-56275.yaml
flowise,CVE-2026-8027,Flowise User Controller 授权绕过漏洞，低权限攻击者可访问其他用户数据,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version <= ""3.0.12""",False,3,CVE-2026-8027.yaml
gradio,CVE-2021-43831,主机上的文件可以通过Gradio界面访问,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,"version < ""2.5.0""",False,5,CVE-2021-43831.yaml
gradio,CVE-2022-24770,Gradio CSV文件中公式元素的不当中和,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version > ""0"" && version < ""2.8.11""",False,6,CVE-2022-24770.yaml
gradio,CVE-2023-25823,更新分享链接以使用FRP代替SSH隧道,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:L,"version > ""0"" && version < ""3.13.1""",False,4,CVE-2023-25823.yaml
gradio,CVE-2023-34239,Gradio 存在任意文件读取和代理任意 URL 的漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version < ""3.34.0""",False,5,CVE-2023-34239.yaml
gradio,CVE-2023-41626,Gradio 任意文件上传漏洞,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,"version >= ""0"" && version < ""3.27.1""",False,3,CVE-2023-41626.yaml
gradio,CVE-2023-51449,Gradio 修复了 `/file` 路由的文件遍历和服务器端请求伪造攻击漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,"version > ""0"" && version < ""4.11.0""",False,6,CVE-2023-51449.yaml
gradio,CVE-2023-6572,Gradio 向未授权方暴露敏感信息漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,"version > ""0"" && version < ""4.14.0""",False,5,CVE-2023-6572.yaml
gradio,CVE-2024-0964,Gradio 路径遍历漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version > ""0"" && version < ""4.9.0""",False,4,CVE-2024-0964.yaml
gradio,CVE-2024-10569,Gradio易受通过特制Zip炸弹实现的拒绝服务（DoS）攻击,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version >= ""4.0.0"" && version < ""5.0.0b3""",False,4,CVE-2024-10569.yaml
gradio,CVE-2024-10624,Gradio易受通过特制HTTP请求的拒绝服务（DoS）攻击,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version >= ""4.38.0"" && version < ""5.0.0-beta.2""",False,4,CVE-2024-10624.yaml
gradio,CVE-2024-10648,Gradio易受任意文件删除漏洞影响,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,"version >= ""4.0.0"" && version < ""5.0.0b3""",False,4,CVE-2024-10648.yaml
gradio,CVE-2024-1183,gradio 服务器端请求伪造漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,"version >= ""0"" && version < ""4.10.0""",False,5,CVE-2024-1183.yaml
gradio,CVE-2024-12217,Gradio在Windows操作系统中的路径遍历漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""67e4044""",False,2,CVE-2024-12217.yaml
gradio,CVE-2024-1540,Gradio的CI存在命令注入漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,"version >= ""0"" && version < ""4.18.0""",False,4,CVE-2024-1540.yaml
gradio,CVE-2024-1561,gradio 存在路径遍历漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version > ""0"" && version < ""4.13.0""",False,5,CVE-2024-1561.yaml
gradio,CVE-2024-1727,Gradio中的跨站请求伪造,中等,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,"version >= ""0"" && version < ""4.19.2""",False,5,CVE-2024-1727.yaml
gradio,CVE-2024-1728,Gradio 允许用户访问任意文件。,CRITICAL,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"version > ""0"" && version < ""4.19.2""",False,5,CVE-2024-1728.yaml
gradio,CVE-2024-1729,Gradio 应用易受时间攻击以猜测密码,,,"version < ""4.19.2""",False,5,CVE-2024-1729.yaml
gradio,CVE-2024-2206,gradio 服务器端请求伪造漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"version >= ""0"" && version < ""4.18.0""",False,4,CVE-2024-2206.yaml
gradio,CVE-2024-34510,Gradio 在 4.20 之前版本允许在 Windows 上泄露凭据,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""4.20.0""",False,3,CVE-2024-34510.yaml
gradio,CVE-2024-34511,Gradio的组件服务器未正确考虑`_is_server_fn`函数,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,"version >= ""0"" && version < ""4.13.0""",False,4,CVE-2024-34511.yaml
gradio,CVE-2024-39236,Gradio 组件存在代码注入漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version = ""4.36.1""",False,4,CVE-2024-39236.yaml
gradio,CVE-2024-4253,Gradio 命令注入漏洞,HIGH,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""0.6.12""",False,3,CVE-2024-4253.yaml
gradio,CVE-2024-4254,gradio工作流中的秘密泄露漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N,"version > ""0"" && version < ""4.44.0""",False,2,CVE-2024-4254.yaml
gradio,CVE-2024-4325,gradio中的服务器端请求伪造(SSRF)漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,"version >= ""0"" && version <= ""4.36.0""",False,4,CVE-2024-4325.yaml
gradio,CVE-2024-47084,Gradio的CORS来源验证在请求包含cookie时未执行,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version > ""0"" && version < ""4.44.0""",False,3,CVE-2024-47084.yaml
gradio,CVE-2024-47164,Gradio的`is_in_or_equal`函数可能被绕过,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,"version < ""5.0.0""",False,4,CVE-2024-47164.yaml
gradio,CVE-2024-47165,Gradio接受空origin的CORS验证漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,"version >= ""0"" && version < ""5.0.0""",False,3,CVE-2024-47165.yaml
gradio,CVE-2024-47166,Gradio在`/custom_component`中存在一级读取路径遍历漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version > ""0"" && version < ""4.44.0""",False,3,CVE-2024-47166.yaml
gradio,CVE-2024-47167,Gradio 在 /queue/join 路径参数中存在 SSRF 漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,"version > ""0"" && version < ""5.0.0""",False,3,CVE-2024-47167.yaml
gradio,CVE-2024-47168,Gradio的`enable_monitoring`标志设置为`False`时未能禁用监控,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version >= ""0"" && version < ""4.44.0""",False,3,CVE-2024-47168.yaml
gradio,CVE-2024-47867,Gradio缺乏对下载的FRP客户端的完整性检查,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"version > ""0"" && version < ""5.0.0""",False,3,CVE-2024-47867.yaml
gradio,CVE-2024-47868,Gradio 存在多个组件后处理步骤允许任意文件泄露,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""5.0.0""",False,3,CVE-2024-47868.yaml
gradio,CVE-2024-47869,Gradio 在比较哈希时执行非恒定时间比较,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"version >= ""0"" && version < ""4.44.0""",False,3,CVE-2024-47869.yaml
gradio,CVE-2024-47870,Gradio在update_root_in_config中的竞态条件可能导致用户流量重定向,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,"version >= ""0"" && version < ""5.0.0""",False,3,CVE-2024-47870.yaml
gradio,CVE-2024-47871,Gradio 在 FRP 客户端和服务器之间使用不安全的通信,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"version > ""0"" && version < ""5.0.0""",False,3,CVE-2024-47871.yaml
gradio,CVE-2024-47872,Gradio 服务器存在通过上传 HTML、JS 或 SVG 文件导致的跨站脚本（XSS）漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"version > ""0"" && version < ""5.0.0""",False,3,CVE-2024-47872.yaml
gradio,CVE-2024-48052,gradio 服务器端请求伪造漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version <= ""4.42.0""",False,4,CVE-2024-48052.yaml
gradio,CVE-2024-4940,Gradio 开放重定向漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,"version >= ""0"" && version < ""4.36.2""",False,3,CVE-2024-4940.yaml
gradio,CVE-2024-4941,Gradio 本地文件包含漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version > ""0"" && version < ""4.31.3""",False,4,CVE-2024-4941.yaml
gradio,CVE-2024-51751,Gradio File和UploadButton组件存在任意文件读取漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,"version >= ""5.0.0"" && version < ""5.5.0""",False,3,CVE-2024-51751.yaml
gradio,CVE-2024-8021,Gradio中的开放重定向漏洞允许恶意重定向,中等,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,"version > ""0"" && version < ""4.44.0""",False,2,CVE-2024-8021.yaml
gradio,CVE-2024-8966,Gradio文件上传过程中的拒绝服务（DoS）漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version = ""@gradio/video@0.10.2""",False,2,CVE-2024-8966.yaml
